,Unnamed: 0,judul,nim,kata_kunci,mix_feature
123,123,ANALISIS FITUR STILOMETRI DAN STRATEGI SEGMENTASI TEKS BERBAHASA INDONESIA PADA SISTEM DETEKSI PLAGIASI INTRINSIK,71160016,"deteksi plagiasi intrinsik, plagiasi, stilometri, segmentasi teks", analisa fitur-fitur stilometri strategi segmentasi teks bahasa indonesia deteksi plagiasi intrinsik plagiasi salah jenis langgar hak cipta curi kaya intelektual hadir internet mudah siswa plagiarisme survei siswa plagiarisme hidup deteksi plagiasi deteksi plagiasi intrinsik intrinsic plagiarism detection ipd usaha temu plagiat cari segmen teks stilometrinya gaya tulis beda jenis fitur-fitur stilometri ukur segmentasi tulis cari kombinasi fitur-fitur stilometri strategi segmentasi akurat ipd teks bahasa indonesia dasar uji kombinasi akurat praktis segmentasi paragraf fitur-fitur stilometri rata tanda baca paragraf rasio type-token jenis teks cocok deteksi ipd ipd rekomendasi temu ubah gaya tulis hakim plagiat deteksi plagiasi intrinsik plagiasi stilometri segmentasi teks
124,124,VISUALISASI PENYEBARAN AGAMA KRISTEN DI INDONESIA BERBASIS WEBSITE,71160120,"Visualisasi, Agama, Kristen",visualisasi sebar agama kristen indonesia bas website visualisasi teknik gambar diagram animasi saji umum visualisasi citra abstrak kenal adab manusia bangun visualisasi sebar agama kristen indonesia ukur alam website bangun tulis uji user experience questionnaire ueq 6 skala penilainnya daya tarik efisiensi stimulasi dasar responden uji ueq rata total ueq usabilitas rata visualisasi agama kristen
125,125,"VISUALISASI REPRESENTASI PENGETAHUAN BERBASIS
SEMANTIC WEB UNTUK SENI PERTUNJUKAN
INDONESIA",71150112,"Seni Pertunjukan Indonesia, Semantic Web, Methontology,
Ontology",visualisasi representasi bas semantic website  seni indonesia indonesia pulau suku keanekaragaman budaya milik karakter buah platform portal media muat seni indonesia seni salah sarana hibur masyarakat buah giat ata upacara terentu buah seni unsur lengkap pakai adat lakon cerita aksesoris muat seni model buah basis tahun knowledge based bentuk representasi basis model bentuk salah semantic website  ontologi  pilih ontologi  salah bentuk formal buah konsep rena milik relasi domain beda link data media ontologi  representasi ilmu model bentuk owl salah standar model data proses data 2 umum bentuk formal informal bentuk formal t-box description logic dl bentuk informal ekstraksi data manual literatur seni indonesia model data implementasi bentuk website bentuk visualisasi data tampil upa daftar class relasi instance simpul objek seni model bentuk standar owl metodologi methontology terap model data objek seni indonesia teknologi semantic website  ontologi  seni indonesia semantic website  methontology ontologi 
126,126,IMPLEMETASI CHAT ROOM DAN PUSH NOTIFICATION PADA E-CLASS BERBASIS MOBILE,71150016,"e-Class, UKDW, Android, push notification, chat room", implementasi chat room push notification e-class bas mobile e-class salah terap e-learning terap universitas kristen duta wacana sarana prasarana kuliah manfaat e-class bantu dosen mahasiswa materi kuliah data akademik dukung e-class dukung fitur-fitur notifikasi kolom diskusi real time situs e-class bangun aplikasi e-class bas mobile integrasi situs e-class salah solusi aplikasi e-class sedia fitur-fitur situs e-class pemanfataan teknologi firebase cloud messaging bantu notifikasi firebase realtime database cipta chat room real time aplikasi bangun uji task scenario ueq parameter efisiensi efektivitas nyaman aplikasi aplikasi bilang implementasi rata skala ueq nila excellence harap efisiensi aplikasi e-class bas mobile e-class ukdw android push notification chat room
127,127,PEMBANGUNAN DASHBOARD INVENTORY PADA BISNIS RITEL,71170205,"Data Mart, Extraction Transformation and Loading, Dashboard, Inventory",bangun dashboard inventory bisnis ritel data mart bisnis retail kpi key performance indicator sedia barang visualisasi bentuk dashboard mudah eksekutif usaha kondisi sedia barang toko data mart proses etl extraction transformation and loading buah database transaksional 9 toko buah data mart data mart bangun star schema 4 tabel dimensi 1 tabel fact star schema mudah proses query tampil data dashboard dashboard visualisasi data uji ueq user experience questionnaire alam dashboard dashboard visualisasi total sedia barang sedia barang konsinyasi sedia batang non konsinyasi periode semester kuartal tahun excellent 6 skala uji user experience questionnaire ueq data mart extraction transformation and loading dashboard inventory
128,128,IMPLEMENTASI SOCKET SERVER ARSITEKTUR UNTUK PEMANTAUAN POSISI AKTUAL BUS RAPID TRANSIT BERBASIS GPS,71160010,"Bus Rapid Transit, Trans Jogja, Socket server, Real-time tracking",implementasi socket server arsitektur pantau posisi aktual bus rapid transit bas gps kota yogyakarta brt terap milik jalur adaptive ahp-topsis brt cepat nyaman butuh aplikasi layar halte bus akurat tinjau sisi tumpang muncul teknologi socket server gps global positioning bangun pantau posisi waktu manajemen brt milik jalur akurat implementasi socket server arsitektur pantau posisi aktual brt bas gps aplikasi aplikasi bas android nama numpak bis aplikasi bas website  nama numpak bis admin socket server bangun node js socket io aplikasi numpak bis tampil terima bus socket server operator bus kirim bus socket server aplikasi numpak bis uji banding waktu bus halte waktu estimasi aplikasi waktu rata 6 detik uji alam ux user experience questionnaire ueq rata skala ueq nila good harap alam aplikasi numpak bis bus rapid transit trans jogja socket server real-time tracking
129,129,PEMBANGUNAN DASHBOARD LULUSAN MAHASISWA PROGRAM STUDI INFORMATIKA BERBASIS WEB,71150156,dashboard,bangun dashboard lulus mahasiswa program studi informatika bas website  lulus milik pengaruh akreditasi program studi universitas lulus aneka ragam dasar studi butuh perhati analisa cepat bantu ambil putus cepat lulus studi rata lulus bangun dashboard media monitoring lulus mahasiswa program studi informatika tahap identifikasi kpi grup diskusi rancang mockup dashboard bangun dashboard dasar rancang uji coba sembari riset evaluasi bangun dashboard fungsi media monitoring lulus mahasiswa program studi informatika bangun dashboard jenis kategori lulus waktu lulus waktu lulus 5 tahun lulus evaluasi analisa effectiveness satisfaction uji effectiveness iterasi 1 2 uji satisfaction iterasi 2 dasar uji 7 fakultas teknologi 6 program studi bahasa inggris 3 fakultas bisnis simpul rata task success iterasi 1 7 rata task success iterasi 2 1 rata uji sus marginal high acceptability ranges grade grade scale rating ok adjective scale dasar simpul user ucd design sesuai bangun dashboard bantu cari mudah informatif dashboard
130,130,PEMBUATAN APLIKASI MOBILE PENGINGAT MINUM OBAT UNTUK ORANG TUA,71150042,"Orang Tua, Smartphone, Android, User Centered Design, System Usability Scale",aplikasi mobile minum obat tua usia tua rentan sakit degeneratif kognitif akibat daya tahan tubuh daya turun sulit jenis obat obat konsumsi obat jenis obat muncul merk beda teknologi smartphone agama aktivitas tahun buah aplikasi android bantu minum obat fitur-fitur tua minum obat alarm alarm bunyi sesuai jadwal tua keluarga cemas takut lupa user ucd design analisa butuh butuh ukur puas usability scale sus uji responden ratarata skor sus 2 skor simpul skor acceptability ranges terima acceptable grade scale nila adjective rating good tua smartphone android user ucd design usability scale
131,131,PEMODELAN POLA CITRA DIGITAL MENGGUNAKAN METODE LINDENMAYER SYSTEM (L-SYSTEM),71150022,"Lindenmayer system, Pola citra digital, Java, Rules, Cemara kipas",model pola citra digital lindenmayer l-system kembang bidang grafis digital pesat maju teknologi perangkat lunak mudah ilustrasi buah pola citra mudah cepat pola cipta butuh waktu ide realisasi ilustrasi pola pola citra kes monoton inovatif variasi butuh buah mudah model pola citra digital model pola kembang model fractal buah objek tumbuh model fractal buah tumbuh butuh hitung matematika salah matematis dukung model fractal lindenmayer tulis model pola citra digital inspirasi pohon cemara kipas bas desktop bangun bahasa pemrograman java terap teori l-system 5 input start axiom rules rules iterasi angle sudut lindenmayer pola citra digital java rules cemara kipas
132,132,PERANCANGAN DASHBOARD DATA PENERIMA MANFAAT PADA PUSAT PENGEMBANGAN ANAK MAKEDONIA IQ-0744,71170140,"Dashboard, Perkembangan anak, User centered design, Yayasan Compassion Indonesia",ancang dashboard data terima manfaat pusat kembang anak makedonia pusat kembang anak makedonia jalan misi program kembang anak holistik program libat mentor tugas damping anak usia 4 tahun data kembang anak terima manfaat tulis manual simpan bentuk hardcopy makan waktu mentor analisa evaluasi kembang mentee-nya tulis rancang dashboard mudah mentor analisa kembang mentee-nya dashboard rancang user ucd design evaluasi formative summative evaluation proses ancang iterasi uji performance-based metrics upa task success time on task banding manual hardcopy dashboard data time on task uji hipotesis paired sample t-test uji beda waktu signifikan manual dashboard selesai task bukti p-value 0 0 2 cepat turun waktu rata detik dashboard success rate manual dashboard skor kuesioner sus kategori acceptable dashboard kembang anak user ucd design yayasan compassion indonesia
133,133,PEMBUATAN APLIKASI ARTIKEL KESEHATAN PADA LANSIA BERBASIS ANDROID,71160009,"Artikel kesehatan, lansia, aplikasi, antarmuka",aplikasi artikel sehat lansia bas android proses tua alami lansia akibat turun efisiensi sel jaring organ salah faktor lansia mudah sakit proses sembuh tangan sehat aplikasi smartphone aplikasi sulit lansia milik fitur-fitur butuh lansia aplikasi antarmuka user-friendly implementasi aplikasi halaman antarmuka sesuai aplikasi pakai lansia whatsapp antarmuka pilot test fitur-fitur fitur-fitur lansia aplikasi sesuai butuh lansia uji task scenario hitung time until failure completion rate 8 task aplikasi uji user experience questionnaire evaluasi alam rata rata skala nila good harap fitur-fitur sesuai butuh lansia sesuai fitur-fitur share artikel pendek proses pakai artikel sehat lansia aplikasi antarmuka
134,134,PEMBANGUNAN DASHBOARD TRACER STUDY PRODI INFORMATIKA DAN ADMISI PROMOSI DENGAN METODE USER CENTERED DESIGN,71150035,"A General Works > AS Academies and learned societies (General)
Q Science > QA Mathematics > QA75 Electronic computers. Computer science",bangun dashboard tracer study prodi informatika admisi promosi user ucd design trend data buah manfaat level level buah instansi dashboard buah butuh bantu proses ambil putus data alumni calon daftar institusi didik data wajib tolak ukur buah instansi akreditasi dukung butuh wadah upa dashboard cepat akurat mudah erti fokus proses dashboard tracer study alumni admisi promosi data daftar mahasiswa ruang lingkup prodi informatika universitas kristen duta wacana lingkup data kembang dashboard bantu user ucd design fokus kembang dashboard bas efisien dashboard bantu monitoring data general works as academies and learned societies general science qa mathematics electronic computer computer science
135,135,TEMU KEMBALI DOKUMEN SUMBER RUJUKAN DALAM KASUS DAUR ULANG TEKS,71150003,"pembobotan lokal kata, tf-idf, recall, temu kembali",temu dokumen sumber rujuk daur ulang teks deteksi daur ulang teks deteksi plagiarisme utama tulis akademik dokumen kandidat proses temu akurat proses text alignment pasca pemrosesan berat kembang proses temu imbang kembang proses text alignment pasca pemrosesan tulis proses temu kembang manfaat pilih kunci algoritma ringkas kunci temu dokumen kandidat pilih banding query dokumen sumber tf-idf kosinus dokumen pilih uji filtering puluh dokumen filtering presisi recall dokumen artifisial uji filtering dokumen presisi 0 recall 0 recall 0 dokumen tes simulasi uji filtering uji data artifisial dokumen sinonim uji data dokumen tes simulasi samar bentuk ringkas uji timbang semantik query cari bobot lokal tf-idf recall temu
136,136,SISTEM KENDALI UTILITAS RUANGAN BERBASIS IoT DI UNIVERSITAS KRISTEN DUTA WACANA,71160059,"sistem kendali, NodeMCU ESP8266, MQTT, IoT, kode emergency, ruang kelas",kendali utilitas ruang bas iot universitas kristen duta wacana ruang kelas tatap muka laksana giat ajar ajar ruang kelas perangkat elektronik dukung giat ajar kampus universitas kristen duta wacana dosen ambil kunci kelas presensi mahasiswa biro laksana giat kuliah ruang kelas jangka waktu pengaruh efisiensi dosen buah kendali otomatis bantu dosen akses ruang kelas perangkat elektronik teknologi internet of things iot layan canggih hubung perangkat objek things tukar komunikasi iot dasar bangun otomatis perangkat elektronik hubung server mikrokontroler nodemcu aplikasi desktop kelola data server client publisher modul client subscriber modul pasang nyala mati perangkat ruang kelas sesuai jadwal biro pintu ruang kelas modul pintu pintu ruang kelas buka kode akses kode emergency generate beda uji kendali utilitas ruang muas capai jalan sesuai alur modul nyala mati perangkat sesuai perintah terima broker server cek jadwal database kirim email kirim message broker protokol mqtt kode akses acak kunci digital buka pintu ruang aman kendali nodemcu mqtt iot kode emergency ruang kelas
137,137,PERANCANGAN DAN ANALISIS WEB WARTA GEREJA MARIA  ASSUMPTA DENGAN METODE USER ACCEPTANCE TESTING,71160084,"Gematen News, User Acceptance Test, Alpha Testing, Beta Testing",ancang  analisa website  warta gereja maria assumpta user acceptance testing iring maju teknologi dunia gereja kembang teknologi teknologi umat bantu terima gereja salah website  bangun tulis terima umum gereja nama gematen news butuh umat terima wawancara kait gereja uji website bangun tulis user acceptance test 2 uji alpha testing beta testing uji tulis tau website terima uji website bangun tulis gematen news terima umat gereja rata beta testing gematen news user acceptance test alpha testing beta testing
138,138,PENERAPAN INFORMATION RETRIEVAL DALAM PENCARIAN SOURCE CODE BAHASA PYTHON DENGAN PENGENALAN RELASI CLASS,71170149,"Information Retrieval, Indexing, Parsing, Pencarian source code, Relasi class, Repositori Python, Graf",terap information retrieval cari source code bahasa python kenal relasi class cari referensi kumpul dokumen source code umum kembang perangkat lunak iring baris kode file cari kunci buah repositori source code praktis utama cari korelasi buah term term tulis coba terap konsep terap information retrieval giat cari referensi buah repositori source code nali relasi term cari term cari buah class bangun buah ir indeks bantu proses cari temu cepat indeks fokus nama class relasi class definisi fungsi buah class indeks indeks mem-parsing file source code ambil class fungsi model relasi bentuk graf indeks cari proses cari ambil indeks cari buah aplikasi simpan repositori bas website  source code bahasa python lengkap file browser mesin cari cari referensi repositori uji mesin cari dokumen relasi cari information retrieval indexing parsing cari source code relasi class repositori python graf
139,139,PENERAPAN FRAMEWORK SEMANTIC WEB UNTUK PENYEDIAAN LAYANAN INFORMASI ALAT-ALAT MUSIK TRADISIONAL INDONESIA,71150047,"semantic web, methontology, ontologi, alat musik, Indonesia, endpoint, id.dbpedia.org, protégé",terap framework semantic website  sedia layan alat musik tradisional indonesia alat musik seni milik indah suara seni alat musik tradisional salah budaya kenal nenek moyang alat musik tradisional kagum iring upacara hibur sedia infrastruktur objek budaya alat musik tradisional indonesia salah semantic website  manfaat semantic website  alat musik tradisional indonesia representasi bentuk ontologi ontologi bangun methontology methontology 4 tahap spesifikasi knowledge acquisition konseptualisasi implementasi tahap spesifikasi ruang lingkup ontologi objek budaya tahap knowledge acquisition analisa teks informal ajar konsep utama buku tahap konseptualisasi ekstraksi terap n-triple subjek predikat objek tahap konseptual diagram t-box model objek tahap implementasi bangun ontologi objek budaya alat musik tradisional indonesia bentuk owl aplikasi prot alat musik tradisional indonesia bangun bahasa pemrograman java framework spring boot pemrograman website  bas semantic website  hubung resource alat musik tradisional indonesia resource-resource id dbpedia org endpoint dbpedia indonesia lapor tahap spesifikasi knowledge acquisition konseptualisasi implementasi representasi alat musik tradisional indonesia bas owl semantic website  semantic website  methontology ontologi alat musik indonesia endpoint id dbpedia org prot
140,140,PEMBUATAN APLIKASI ANDROID SINODE GKJ BERBASIS PROGRESSIVE  WEB APPS DENGAN MEMANFAATKAN API WORDPRESS,71160036,"Sinode, GKJ, Flutter, Android, Aplikasi Berita",aplikasi android sinode gkj bas progressive website  apps manfaat api wordpress bantu jemaat infor mas cepat mudah sinode gkj website mudah akses media telepon pintar smartphone bentuk aplikasi ringan mudah aplikasi bas progressive website  apps kembang flutter visual code studio aplikasi evaluasi ueq respons jemaat aplikasi website sinode wordpress aplikasi manfaat rest api milik wordpress menga mb il data berita http request tampil aplikasi batas akses kembang aplikasi aplikasi fungsi sepenuh ambil berita filter berita duga  back-end website dasar ueq aplikasi bilang terima jemaat kembang aplikasi terima jemaat kembang aplikasi timbang sinode sinode gkj flutter android aplikasi berita
141,141,ANALISIS DAN EVALUASI DESAIN ANTARMUKA WEBSITE JOY FELLOWSHIP INDONESIA DENGAN METODE USABILITY TESTING,71170152,"Antarmuka pengguna, Uji usabilitas, Performance-based metrics, JOY", analisa evaluasi desain antarmuka website joy fellowship indonesia usability testing website joy indonesia media kait giat joy media promosi jangkau anggota hubung para-alumni salah faktor tari akses website ciri khas antarmuka website joy jarang akses website utama fungsionalitas kait ukur usabilitas antarmuka situs website  joy indonesia usability testing ancang purwarupa dasar uji usabilitas uji aspek usabilitas time on task task success error efficiency wawancara observasi responden situs website  joy indonesia uji desain kembang milik efisiensi uji time on task desain kembang total waktu 8 detik success rate penuh rata fungsionalitas akses efisien antarmuka uji usabilitas performance-based metrics joy
142,142,PERANCANGAN ANTARMUKA APLIKASI SOSIAL MEDIA UNTUK LANSIA BERBASIS MOBILE,71150130,"Lansia, Sosial Media, User Centered Design, Antarmuka",ancang antarmuka aplikasi sosial media lansia bas mobile umum lansia sepi salah faktor sepi lansia perhati keluarga kerabat akibat mobilitas tinggi mobilitas komunikasi interaksi lansia keluarga kerabat sulit komunikasi jalan sepi lansia jalin komunikasi lansia manfaat media sosial sosial media harap interaksi lansia keluarga kerabat dunia jangkau hambat jarak waktu ancang antarmuka aplikasi sosial media buah nama ucd user ucd design ucd identifikasi butuh user user lansia buah rancang antarmuka aplikasi sosial media dasar wawancara lansia antarmuka aplikasi bangun mudah lansia fitur-fiturnya uji aplikasi standar rincian task task 1 task 2 task 3 task 4 task 5 task 6 task 7 lansia sosial media user ucd design antarmuka
143,143,MEMBANGUN SISTEM MOBILE REPORTING DASHBOARD BERBASIS ANDROID MENGGUNAKAN WEB SERVICE RESTFUL UNTUK DATA JEMAAT,71150032,"Dashboard, Android Dashboard, Web Service, Restful, User Centered Design, Reporting, Mobile Reporting",bangun mobile reporting dashboard bas android website  service restful data jemaat kembang gereja kembang tanda jemaat hadir gereja gereja manfaat teknologi perhati tumbuh rohani jemaat data visualisasi gereja mudah menvisualisasikan data manual butuh praktis portable bahan timbang kembang jemaat gereja efisiensi komputer proses ambil data jemaat data warehouse gereja kristen indonesia sinode wilayah jawa tengah gereja nama siswa sifat local gereja proses desain antarmuka user ucd design pusat user rancang website  service restful milik website  service bangun mudah gereja kembang gereja bahan timbang ambil putus gereja dashboard android dashboard website  service restful user ucd design reporting mobile reporting
144,144,PEMBANGUNAN STRATEGIC DASHBOARD BERBASIS WEB UNTUK KEGIATAN PENUNJANG DOSEN,71150117,"Dashboard, Key performance indicator, Task success, System usability scale",bangun strategic dashboard bas website  giat tunjang dosen mutu layan didik tri darma undang undang no tahun didik tinggi pasal referensi dukung tuang wajib mutu layan didik program studi informatika universitas kristen duta wacana buah mudah baca  analisa terap strategi jangka terap dashboard mudah baca baca strategic dashboard key performance indicator alat ukur tahap bangun dashboard user ucd design kumpul data diskusi wawancara dekanat ukur puas dashboard task success usability scale uji user task success usability scale success rate 7 usability scale dashboard terima user dashboard key performance indicator task success usability scale
145,145,"PEMODELAN PELAKU SENI DI INDONESIA BERBASIS OWL
DENGAN PENDEKATAN METHONTOLOGY",71150018,"semantic web, methontology, pelaku seni, Indonesia",model seni indonesia bas owl methontology indonesia negara masyarakat milik ahli seni masyarakat umum minim jembatan seni salur karya kenal karya prestasi seni masyarakat umum masyarakat kenal karya negeri negeri seni giat seni buah seni cipta seniman seni seni seni musik seni teater seni tari rajin tangan bangun bas semantic website  tampil data seni indonesia methontology bangun sedia masyarakat seni indonesia metodologi methontology kumpul data ekstraksi data uji implementasi framework vue bahasa pemrograman javascript lapor tahap misi model desain konseptual desain implementasi implementasi representasi seni indonesia bas owl semantic website  methontology seni indonesia
146,146,PEMBANGUNAN DATA MART KEGIATAN DOSEN DAN MAHASISWA DI PROGRAM STUDI INFORMATIKA,71170153,"Bottom-Up, Data mart, KPI",bangun data mart giat dosen mahasiswa program studi informatika data era modern butuh lini industri iring data simpan data historis buah institusi usaha sulit buah tangan buah data warehouse solusi tangan data historis implementasi data warehouse cetus ralph kimball bottom-up definisi butuh departemen definisi data mart bangun data mart sesuai butuh integrasi data mart buah data warehouse data mart presentasi visualisasi data buah insight tren data historis data mart kembang dasar kembang data mart bottom-up penuh kpi key performance indicator milestone 5 program studi informatika kuat visualisasi data tampil data kpi butuh bottom-up data mart kpi
147,147,PEMODELAN PENENTUAN JALUR AP (ACCESS POINT) TERPENDEK MENGGUNAKAN ALGORITMA WARSHALL DAN DJIKSTRA DI GUNUNG TUMPENG (PT INDOMEDIA) SALATIGA,71150036,"Algoritma Dijkstra, Algoritma Floyd-Warshall, dan Access Point",model jalur access point access point pendek algoritma warshall dijkstra gunung tumpeng pt indomedia salatiga pasuk era globalisasi kembang teknologi maju perangkat salah dampak maju teknologi jaring butuh butuh utama jaring buah perangkat dukung transmisi data efisien rancang implementasi jaring kembang inovatif butuh optimal operasional segi segi konstruksi salah pengaruh jaring jalur topologi transmisi data sumber jalur optimal rancang algoritma acu algoritma cari rute jalur efektif algoritma shortest path salah algoritma floyd-warshall dijkstra algoritma floyd-warshall algoritma dijkstra algoritma floyd-warshall access point
148,148,IMPLEMENTASI WIRELESS SENSOR NETWORK UNTUK BUDIDAYA JAMUR TIRAM,71150009,"jamur tiram, Wireless Sensor Network, suhu, kelembaban, sensor,
node, pengabutan",implementasi wireless sensor network budidaya jamur tiram jamur tiram putih spesies jamur dibudidayakan warga balong lor kabupaten bantul yogyakarta tani jamur panen produktif produktif pengaruh faktor suhu kelembaban tani stabil suhu kelembaban kabut manual siram jamur intensitas air kabut manual ganggu efisiensi waktu tenaga jamur basah konsep wsn node sensor kirim suhu kelembaban website  monitoring media wireless website  monitoring perintah kabut otomatis wsn analisa sensor end user banding jamur tiram dibudidaya teknologi wsn manual tani wsn produksi jamur tiram implementasi kumbung terap budidaya kumbung milik ukur dimensi cm implementasi  analisa teknologi wsn terap monitoring suhu kelembaban kabut otomatis budidaya jamur tiram 3 bukti teknologi wsn produktivitas panen persentase panen jamur tiram wireless sensor network suhu kelembaban sensor node kabut
149,149,PEMODELAN REPRESENTASI PENGETAHUAN BERBASIS OWL UNTUK OBJEK ARSITEKTUR CANDI DI INDONESIA,71150051,"Candi Indonesia, Semantic Web, On-To-Knowledge, OWL, SPARQL",model representasi bas owl objek arsitektur candi indonesia candi salah contoh waris budaya candi indonesia sebar internet butuh buah simpan bantu olah data candi semantic website  bantu model data candi model data tampil akurat candi indonesia bangun on-to-knowledge semantic website  bangun bas owl database sparql semantic website  hubung data budaya candi budaya tampil upa deskripsi gambar visualisasi data candi indonesia tampil semantic website  candi indonesia studi literatur mengunakan linked open data lod lod saji dbpedia lengkap semantic website  candi indonesia candi indonesia semantic website  on-to-knowledge owl sparql
150,150,IMPLEMENTASI PUSH NOTIFICATION PADA BROADCAST PENGUMUMAN BERBASIS MOBILE DAN WEB SERVICE DI UKDW,71160020,"push notification, Android, UKDW, broadcast",implementasi push notification broadcast umum bas mobile website  service ukdw implementasi push notification broadcast umum bas mobile website  service ukdw buah aplikasi bas android layan cloud computing google nama firebase cloud messaging push notification aplikasi bangun bantu distribusi civitas academica real time bangun analisa aplikasi bangun sisi efektivitas efisiensi aplikasi aplikasi uji task scenario ukur kuesioner ueq alat uji efektivitas efisiensi aplikasi uji task scenario mayoritas temu fitur-fitur sulit pesan kirim notifikasi mudah paham  analisa kuesioner ueq aplikasi rata predikat good milik  analisa 0 8 aplikasi milik efisiensi efektivitas push notification android ukdw broadcast
151,151,DESAIN ANTARMUKA BUKU KONTAK BERBASIS PONSEL UNTUK LANSIA,71170146,"Orang lanjut usia, Antarmuka, Buku kontak, Ponsel",desain antarmuka buku kontak bas ponsel lansia salah lansia sepi sepi efek negatif pengaruh kualitas hidup lansia lansia asa sepi milik mental sehat fisik cenderung buruk lansia gugup depresi senjang digital lansia kaum generasi muda akibat lansia lambat terampil teknologi fungsi sederhana kirim pesan panggil telepon lansia sulit desain aplikasi buku kontak mudah perhati kondisi lansia lansia mandiri mudah sulit hp desain aplikasi buku kontak desain bantu mudah lansia aplikasi buku kontak komunikasi kerabat desain aplikasi uji uji usabilitas metrik performance metrics ukur efisiensi efektivitas nyaman desain aplikasi buku kontak cocok bukti desain linear list dasar uji responden cocok desain grid uji harap uji pengaruh elemen gambar foto profil buku kontak lansia usia antarmuka buku kontak ponsel
152,152,EVALUASI DAN PERANCANGAN USER INTERFACE WEBSITE KLIKDOKTER.COM BERBASIS MOBILE UNTUK LANSIA,71150028,"– Lansia, UCD (User Centered Design), Usability Testing, ISO/IEC 2196- 4 SUS (System Usability Scale), Between Subject",evaluasi ancang user interface website klikdokter com bas mobile lansia fokus ancang user interface website siteklikdokter com bas mobile mudah lansia usia tahun evaluasi user interface bas mobile rancang mudah lansia cari interaksi online objek website klikdokter com bas mobile temu user interface kendala lansia website usability testing standar iso iec 9126-4 evaluasi iso iec 9126-4 3 effectiveness efficiency satisfaction fokus effectiveness satisfaction evaluasi website klikdokter com bas mobile update tanggal agustus ucd user ucd design butuh ubah desain halaman utama desain menu bentuk grid menu utama tampil halaman utama menu teks ikon lansia mudah ketuk menu akses ukur spasi 1 5 lansia baca ukur font ukur mudah baca lansia indikator lansia scroll usability testing redesain persentase effectiveness persentase efficiency persentase satisfaction evaluasi user interface redesain terima usability testing alami lansia ucd user ucd design usability testing iso iec 2196- 4 sus usability scale between subject
153,153,PERANCANGAN APLIKASI SISTEM TUNJANGAN CUSTOMER CARE DI PT. XYZ DENGAN MENERAPKAN BPMN,71160131,"BPMN, Tunjangan, Pega BPM",ancang aplikasi tunjang customer care pt xyz terap bpmn pt xyz nama usaha samar usaha usaha gerak sektor salah bidang asuransi pt xyz milik atur tunjang karyawan customer care akseptasi tunjang karyawan manual microsoft excel microsoft word kendala lambat proses akseptasi hitung tunjang karyawan bangun akseptasi hitung total tunjang karyawan platform pega terap bangun terap business process modelling notation bpmn bpmn terap gambar alur proses akseptasi karyawan customer care pt xyz mudah acu akseptasi tunjang karyawan platform pega version 8 uji blackbox testing bangun tunjang karyawan bantu proses akseptasi hitung total tunjang karyawan cepat kendala lapor tunjang karyawan otomatis mudah proses catat ringkas data tunjang karyawan bpmn tunjang pega bpm
154,154,"PEMBANGUNAN DASHBOARD BEBAN KERJA DOSEN
PROGRAM STUDI INFORMATIKA",71150111,"Dashboard, Key Performance Indicator(KPI),User Centered
Design (UCD), System Usability Scale (SUS)",bangun dashboard beban dosen program studi informatika laksana tugas tridharma guru tinggi acu upa indikator data beban dosen key performance indicator kpi data sebar program studi informatika buah ambil tampil data beban dosen dashboard salah tampil data beban dosen visual bangun terap user ucd design fokus butuh task scenario uji bangun tahap task scenario tulis uji task on time task success selesai evaluasi kuesioner usability scale sus skor sus iterasi usabilitas bangun iterasi usabilitas terima dashboard key performance indicator kpi user ucd design ucd usability scale sus
155,155,PEMODELAN OBJEK BUDAYA KERIS BERBASIS OWL,71150055,"On-to-knowledge, semantic web , bilah, warangka, jejeran, mendhak, pendhok, ganja, pesi, dhapur, tangguh, pamor,fungsi dan kegunaan, tradisi perlakuan, penilaian keris, feasibility, kick-off, refenement, evaluation, reasoner hermit, dl query, protege, OWL.",model objek budaya keris bas owl keris objek budaya indonesia golong belati senjata bilah lurus luk keris milik data deskripsi liput bilah warangka jejer mendhak pendhok ganja pesi dhapur tangguh pamor fungsi tradisi keris luas deskripsi objek keris tuntut sedia infrastruktur dukung representasi objek keris salah semantic website  representasi bentuk ontologi on-to-knowledge tahap feasibility kick-off refenement evaluation aplication evaluation bangun ontologi keris tahap tahap feasibility tahap uji layak kick-off tahap refinement tahap bangun graf sempurna aplikasi protege evaluation tahap evaluasi logika ontologi reasoner hermit dl query protege lapor tahap implementasi on-to-knowledge representasi objek budaya keris bas owl on-to-knowledge semantic website  bilah warangka jejer mendhak pendhok ganja pesi dhapur tangguh pamor fungsi tradisi keris feasibility kick-off refenement evaluation reasoner hermit dl query protege owl
156,156,PEMBANGUNAN DASHBOARD KEGIATAN PUBLIKASI DAN HAK CIPTA DOSEN PRODI INFORMATIKA UKDW,71150094,"Dashboard, Goal Directed Design, Task Success, System Usability Scale",bangun dashboard giat publikasi hak cipta dosen prodi informatika ukdw program studi prodi informatika universitas kristen duta wacana milik data publikasi hak cipta data akreditasi prodi dekanat butuh buah perangkat lunak visualisasi saji data publikasi hak cipta data warehouse proses akreditasi butuh buah perangkat lunak saji mudah publikasi hak cipta dosen bentuk dashboard bangun buah dashboard publikasi hak cipta dosen prodi informatika dashboard bangun goal directed design goal directed design tekan user desain buah antarmuka harap mudah user uji responden 5 responden latar teknologi 5 responden latar non-teknologi uji task success uji usability scale skor dashboard goal directed design task success usability scale
