,judul,nim,kata_kunci,mix_feature
126,IMPLEMETASI CHAT ROOM DAN PUSH NOTIFICATION PADA E-CLASS BERBASIS MOBILE,71150016,"e-Class, UKDW, Android, push notification, chat room", implementasi chat room push notification e-class bas mobile e-class salah terap e-learning terap universitas kristen duta wacana sarana prasarana kuliah manfaat e-class bantu dosen mahasiswa materi kuliah data akademik dukung e-class dukung fitur-fitur notifikasi informasi kolom diskusi real time situs e-class bangun aplikasi e-class bas mobile integrasi situs e-class salah solusi aplikasi e-class sedia fitur-fitur situs e-class pemanfataan teknologi firebase cloud messaging bantu notifikasi informasi firebase realtime database cipta chat room real time aplikasi bangun uji task scenario ueq parameter tingkat efisiensi efektivitas nyaman aplikasi hasil aplikasi bilang implementasi hasil rata skala ueq nila excellence teliti harap teliti tingkat efisiensi aplikasi e-class bas mobile e-class ukdw android push notification chat room
127,PEMBANGUNAN DASHBOARD INVENTORY PADA BISNIS RITEL,71170205,"Data Mart, Extraction Transformation and Loading, Dashboard, Inventory",bangun dashboard inventory bisnis ritel teliti data mart bisnis retail kpi key performance indicator sedia barang visualisasi bentuk dashboard mudah eksekutif usaha kondisi sedia barang toko data mart proses etl extraction transformation and loading buah database transaksional 9 toko buah data mart data mart teliti bangun star schema hasil 4 tabel dimensi 1 tabel fact star schema mudah proses query tampil data dashboard dashboard hasil visualisasi data uji metode ueq user experience questionnaire alam dashboard teliti hasil dashboard visualisasi total sedia barang sedia barang konsinyasi sedia batang non konsinyasi periode semester kuartal tahun hasil excellent 6 skala uji user experience questionnaire ueq data mart extraction transformation and loading dashboard inventory
128,IMPLEMENTASI SOCKET SERVER ARSITEKTUR UNTUK PEMANTAUAN POSISI AKTUAL BUS RAPID TRANSIT BERBASIS GPS,71160010,"Bus Rapid Transit, Trans Jogja, Socket server, Real-time tracking",implementasi socket server arsitektur pantau posisi aktual bus rapid transit bas gps kota yogyakarta brt terap milik jalur adaptive ahp-topsis sistem brt cepat nyaman butuh sistem informasi aplikasi layar informasi halte bus akurat tinjau sisi tumpang muncul teknologi socket server gps global positioning system bangun system pantau posisi waktu manajemen brt milik jalur akurat hasil implementasi socket server arsitektur pantau posisi aktual brt bas gps aplikasi aplikasi bas android nama numpak bis aplikasi bas website site  nama numpak bis admin socket server bangun node js socket io aplikasi numpak bis tampil terima informasi bus socket server operator bus kirim informasi bus socket server aplikasi numpak bis uji banding waktu bus halte waktu estimasi aplikasi waktu hasil rata 6 detik uji alam ux user experience questionnaire ueq hasil rata skala ueq nila good teliti harap teliti tingkat alam aplikasi numpak bis bus rapid transit trans jogja socket server real-time tracking
129,PEMBANGUNAN DASHBOARD LULUSAN MAHASISWA PROGRAM STUDI INFORMATIKA BERBASIS WEB,71150156,dashboard,bangun dashboard lulus mahasiswa program studi informatika bas website site  lulus milik pengaruh akreditasi program studi universitas lulus aneka ragam dasar studi butuh perhati analisa cepat bantu ambil putus cepat lulus studi rata lulus teliti bangun sistem informasi dashboard media monitoring lulus mahasiswa program studi informatika tahap teliti identifikasi kpi grup diskusi rancang mockup dashboard bangun sistem dashboard dasar rancang uji coba sistem sembari riset evaluasi hasil bangun dashboard fungsi media monitoring lulus mahasiswa program studi informatika bangun dashboard hasil jenis kategori lulus waktu lulus waktu lulus 5 tahun lulus evaluasi sistem analisa effectiveness satisfaction uji effectiveness iterasi 1 2 uji satisfaction iterasi 2 dasar hasil uji 7 fakultas teknologi informasi 6 program studi bahasa inggris 3 fakultas bisnis hasil simpul rata task success iterasi 1 7 rata task success iterasi 2 1 rata hasil uji sus tingkat marginal high acceptability ranges grade grade scale rating ok adjective scale dasar hasil simpul metode user ucd design sesuai bangun dashboard bantu cari informasi mudah informatif dashboard
130,PEMBUATAN APLIKASI MOBILE PENGINGAT MINUM OBAT UNTUK ORANG TUA,71150042,"Orang Tua, Smartphone, Android, User Centered Design, System Usability Scale",aplikasi mobile minum obat tua tingkat usia tua rentan sakit degeneratif kognitif akibat daya tahan tubuh daya turun sulit jenis obat obat konsumsi obat jenis obat muncul merk beda tingkat teknologi smartphone agama aktivitas tingkat tahun buah aplikasi android bantu minum obat fitur-fitur tua minum obat alarm alarm bunyi sesuai jadwal tua keluarga cemas takut lupa teliti metode user ucd design analisa butuh butuh ukur tingkat puas system usability scale sus hasil uji responden ratarata skor sus 2 hasil skor simpul nilai skor acceptability ranges terima acceptable grade scale nila adjective rating nilai good tua smartphone android user ucd design system usability scale
131,PEMODELAN POLA CITRA DIGITAL MENGGUNAKAN METODE LINDENMAYER SYSTEM (L-SYSTEM),71150022,"Lindenmayer system, Pola citra digital, Java, Rules, Cemara kipas",model pola citra digital metode lindenmayer system l-system kembang bidang grafis digital pesat maju teknologi perangkat lunak mudah ilustrasi buah pola citra mudah cepat pola cipta butuh waktu ide realisasi ilustrasi pola pola citra kes monoton inovatif variasi butuh buah metode sistem mudah model pola citra digital model pola kembang model fractal buah objek tumbuh model fractal buah tumbuh butuh hitung matematika salah sistem matematis dukung model fractal lindenmayer system teliti tulis sistem model pola citra digital inspirasi pohon cemara kipas sistem bas desktop bangun bahasa pemrograman java terap teori l-system sistem 5 input start axiom rules rules iterasi angle sudut lindenmayer system pola citra digital java rules cemara kipas
132,PERANCANGAN DASHBOARD DATA PENERIMA MANFAAT PADA PUSAT PENGEMBANGAN ANAK MAKEDONIA IQ-0744,71170140,"Dashboard, Perkembangan anak, User centered design, Yayasan Compassion Indonesia",ancang dashboard data terima manfaat pusat kembang anak makedonia pusat kembang anak makedonia jalan misi program kembang anak holistik program libat mentor tugas damping anak usia 4 tahun data kembang anak terima manfaat tulis manual simpan bentuk hardcopy makan waktu mentor analisa evaluasi kembang mentee-nya tulis rancang dashboard mudah mentor analisa kembang mentee-nya dashboard rancang metode user ucd design metode evaluasi formative summative evaluation proses ancang iterasi uji performance-based metrics upa task success time on task banding manual hardcopy dashboard data time on task uji hipotesis paired sample t-test hasil uji beda waktu signifikan manual dashboard selesai task bukti hasil p-value 0 0 2 tingkat cepat turun waktu rata detik dashboard hasil success rate manual dashboard skor kuesioner sus kategori acceptable dashboard kembang anak user ucd design yayasan compassion indonesia
133,PEMBUATAN APLIKASI ARTIKEL KESEHATAN PADA LANSIA BERBASIS ANDROID,71160009,"Artikel kesehatan, lansia, aplikasi, antarmuka",aplikasi artikel sehat lansia bas android proses tua alami lansia akibat turun efisiensi sel jaring organ salah faktor lansia mudah sakit proses sembuh tangan informasi sehat aplikasi smartphone aplikasi sulit lansia milik fitur-fitur butuh lansia aplikasi antarmuka user-friendly implementasi aplikasi halaman antarmuka sesuai aplikasi pakai lansia whatsapp antarmuka pilot test fitur-fitur fitur-fitur lansia aplikasi sesuai butuh lansia uji task scenario hitung time until failure completion rate hasil 8 task aplikasi uji user experience questionnaire evaluasi alam hasil rata rata skala nila good teliti teliti harap fitur-fitur sesuai butuh lansia sesuai fitur-fitur share artikel pendek proses pakai artikel sehat lansia aplikasi antarmuka
134,PEMBANGUNAN DASHBOARD TRACER STUDY PRODI INFORMATIKA DAN ADMISI PROMOSI DENGAN METODE USER CENTERED DESIGN,71150035,"A General Works > AS Academies and learned societies (General)
Q Science > QA Mathematics > QA75 Electronic computers. Computer science",bangun dashboard tracer study prodi informatika admisi promosi metode user ucd design trend data buah manfaat level level buah instansi dashboard buah butuh bantu proses ambil putus data alumni calon daftar institusi didik data wajib tolak ukur buah instansi akreditasi dukung butuh wadah upa dashboard informasi cepat akurat mudah erti teliti fokus proses dashboard tracer study alumni admisi promosi data daftar mahasiswa ruang lingkup prodi informatika universitas kristen duta wacana lingkup data kembang dashboard bantu metode user ucd design teliti fokus kembang dashboard bas informasi efisien dashboard bantu monitoring data general works as academies and learned societies general science qa mathematics electronic computer computer science
135,TEMU KEMBALI DOKUMEN SUMBER RUJUKAN DALAM KASUS DAUR ULANG TEKS,71150003,"pembobotan lokal kata, tf-idf, recall, temu kembali",temu dokumen sumber rujuk daur ulang teks deteksi daur ulang teks deteksi plagiarisme utama tulis akademik dokumen kandidat proses temu akurat proses text alignment pasca pemrosesan berat kembang proses temu imbang kembang proses text alignment pasca pemrosesan tulis proses temu kembang manfaat pilih kunci algoritma ringkas kunci temu dokumen kandidat pilih banding query dokumen sumber tf-idf kosinus dokumen pilih uji filtering puluh dokumen filtering nilai presisi recall dokumen artifisial uji filtering dokumen nilai presisi 0 recall 0 nilai recall 0 dokumen tes simulasi uji filtering uji data artifisial dokumen sinonim uji data dokumen tes simulasi samar bentuk ringkas uji timbang semantik query cari bobot lokal tf-idf recall temu
136,SISTEM KENDALI UTILITAS RUANGAN BERBASIS IoT DI UNIVERSITAS KRISTEN DUTA WACANA,71160059,"sistem kendali, NodeMCU ESP8266, MQTT, IoT, kode emergency, ruang kelas",sistem kendali utilitas ruang bas iot universitas kristen duta wacana ruang kelas tatap muka laksana giat ajar ajar ruang kelas perangkat elektronik dukung giat ajar kampus universitas kristen duta wacana dosen ambil kunci kelas presensi mahasiswa biro laksana giat kuliah ruang kelas jangka waktu pengaruh efisiensi dosen buah sistem kendali otomatis bantu dosen akses ruang kelas perangkat elektronik teknologi internet of things iot layan canggih hubung perangkat objek things tukar informasi komunikasi iot dasar bangun sistem otomatis perangkat elektronik hubung server mikrokontroler nodemcu sistem aplikasi desktop kelola data server client publisher modul client subscriber modul pasang nyala mati perangkat ruang kelas sesuai jadwal biro pintu ruang kelas modul pintu pintu ruang kelas buka kode akses kode emergency generate beda uji sistem kendali utilitas ruang hasil tingkat hasil sistem muas capai sistem jalan sesuai alur modul nyala mati perangkat sesuai perintah terima broker server cek jadwal database kirim email kirim message broker protokol mqtt kode akses acak kunci digital buka pintu ruang tingkat aman sistem kendali nodemcu mqtt iot kode emergency ruang kelas
137,PERANCANGAN DAN ANALISIS WEB WARTA GEREJA MARIA  ASSUMPTA DENGAN METODE USER ACCEPTANCE TESTING,71160084,"Gematen News, User Acceptance Test, Alpha Testing, Beta Testing",ancang  analisa website site  warta gereja maria assumpta metode user acceptance testing iring maju teknologi dunia gereja kembang teknologi teknologi umat bantu terima informasi gereja salah website site  bangun tulis terima umum gereja nama gematen news metode butuh umat terima informasi wawancara kait gereja uji website site site bangun tulis metode user acceptance test 2 uji alpha testing beta testing uji tulis tau website site site terima hasil uji website site site bangun tulis gematen news terima umat gereja hasil rata beta testing gematen news user acceptance test alpha testing beta testing
138,PENERAPAN INFORMATION RETRIEVAL DALAM PENCARIAN SOURCE CODE BAHASA PYTHON DENGAN PENGENALAN RELASI CLASS,71170149,"Information Retrieval, Indexing, Parsing, Pencarian source code, Relasi class, Repositori Python, Graf",terap information retrieval cari source code bahasa python kenal relasi class cari referensi kumpul dokumen source code umum kembang perangkat lunak iring baris kode file cari kunci buah repositori source code praktis utama cari korelasi buah term term teliti tulis coba terap konsep terap information retrieval giat cari referensi buah repositori source code nali relasi term cari term cari buah class bangun buah sistem ir indeks bantu proses cari temu hasil cepat indeks teliti fokus nama class relasi class definisi fungsi buah class indeks indeks mem-parsing file source code ambil informasi class fungsi informasi model relasi bentuk graf indeks cari proses cari ambil informasi indeks cari teliti hasil buah aplikasi simpan repositori bas website site  source code bahasa python lengkap file browser mesin cari cari referensi repositori hasil uji teliti mesin cari dokumen relasi hasil cari information retrieval indexing parsing cari source code relasi class repositori python graf
139,PENERAPAN FRAMEWORK SEMANTIC WEB UNTUK PENYEDIAAN LAYANAN INFORMASI ALAT-ALAT MUSIK TRADISIONAL INDONESIA,71150047,"semantic web, methontology, ontologi, alat musik, Indonesia, endpoint, id.dbpedia.org, protégé",terap framework semantic website site  sedia layan informasi alat musik tradisional indonesia alat musik seni milik nilai indah suara hasil seni alat musik tradisional salah hasil budaya kenal nenek moyang alat musik tradisional kagum iring upacara hibur sedia infrastruktur objek budaya alat musik tradisional indonesia salah semantic website site  manfaat semantic website site  informasi alat musik tradisional indonesia representasi bentuk ontologi teliti ontologi bangun metode methontology metode methontology teliti 4 tahap spesifikasi knowledge acquisition konseptualisasi implementasi tahap spesifikasi ruang lingkup ontologi objek budaya tahap knowledge acquisition analisa teks informal ajar konsep utama buku tahap konseptualisasi ekstraksi terap n-triple subjek predikat objek tahap konseptual hasil diagram t-box model objek tahap implementasi bangun ontologi objek budaya alat musik tradisional indonesia bentuk owl aplikasi prot informasi alat musik tradisional indonesia bangun bahasa pemrograman java framework spring boot pemrograman website site  bas semantic website site  teliti sistem hubung resource alat musik tradisional indonesia resource-resource id dbpedia org endpoint dbpedia indonesia teliti lapor hasil tahap spesifikasi knowledge acquisition konseptualisasi implementasi hasil teliti representasi alat musik tradisional indonesia bas owl semantic website site  semantic website site  methontology ontologi alat musik indonesia endpoint id dbpedia org prot
140,PEMBUATAN APLIKASI ANDROID SINODE GKJ BERBASIS PROGRESSIVE  WEB APPS DENGAN MEMANFAATKAN API WORDPRESS,71160036,"Sinode, GKJ, Flutter, Android, Aplikasi Berita",aplikasi android sinode gkj bas progressive website site  apps manfaat api wordpress bantu jemaat infor mas cepat mudah sinode gkj website site site mudah akses media telepon pintar smartphone bentuk aplikasi ringan mudah aplikasi bas progressive website site  apps kembang flutter visual code studio aplikasi evaluasi ueq respons jemaat aplikasi website site site sinode wordpress aplikasi hasil manfaat rest api milik wordpress menga mb il data berita http request tampil aplikasi batas akses kembang aplikasi aplikasi fungsi sepenuh ambil berita filter berita duga  back-end website site site dasar hasil ueq aplikasi bilang terima jemaat kembang aplikasi terima jemaat kembang aplikasi timbang sinode sinode gkj flutter android aplikasi berita
141,ANALISIS DAN EVALUASI DESAIN ANTARMUKA WEBSITE JOY FELLOWSHIP INDONESIA DENGAN METODE USABILITY TESTING,71170152,"Antarmuka pengguna, Uji usabilitas, Performance-based metrics, JOY", analisa evaluasi desain antarmuka website site site joy fellowship indonesia metode usability testing website site site joy indonesia media informasi kait giat joy media promosi jangkau anggota hubung para-alumni salah faktor tari akses website site site ciri khas antarmuka website site site joy jarang akses website site site utama fungsionalitas kait ukur tingkat usabilitas antarmuka situs website site  joy indonesia metode usability testing ancang purwarupa dasar hasil uji usabilitas teliti uji aspek usabilitas time on task task success error efficiency wawancara observasi responden tingkat situs website site  joy indonesia uji desain kembang milik hasil efisiensi hasil uji time on task desain hasil kembang total waktu 8 detik nilai success rate hasil penuh rata tingkat hasil fungsionalitas akses efisien antarmuka uji usabilitas performance-based metrics joy
142,PERANCANGAN ANTARMUKA APLIKASI SOSIAL MEDIA UNTUK LANSIA BERBASIS MOBILE,71150130,"Lansia, Sosial Media, User Centered Design, Antarmuka",ancang antarmuka aplikasi sosial media lansia bas mobile umum lansia sepi salah faktor sepi lansia perhati keluarga kerabat akibat mobilitas tinggi tingkat mobilitas komunikasi interaksi lansia keluarga kerabat sulit komunikasi jalan sepi lansia jalin komunikasi lansia manfaat media sosial sosial media harap interaksi lansia keluarga kerabat dunia jangkau hambat jarak waktu ancang antarmuka aplikasi sosial media buah metode nama ucd user ucd design metode ucd identifikasi butuh user user lansia teliti teliti buah rancang antarmuka aplikasi sosial media dasar hasil wawancara lansia antarmuka aplikasi bangun mudah lansia fitur-fiturnya uji aplikasi standar hasil rincian hasil task task 1 hasil task 2 hasil task 3 hasil task 4 hasil task 5 hasil task 6 hasil task 7 hasil lansia sosial media user ucd design antarmuka
143,MEMBANGUN SISTEM MOBILE REPORTING DASHBOARD BERBASIS ANDROID MENGGUNAKAN WEB SERVICE RESTFUL UNTUK DATA JEMAAT,71150032,"Dashboard, Android Dashboard, Web Service, Restful, User Centered Design, Reporting, Mobile Reporting",bangun sistem mobile reporting dashboard bas android website site  service restful data jemaat kembang gereja kembang tanda jemaat hadir gereja gereja manfaat teknologi perhati tumbuh rohani jemaat sistem data visualisasi gereja mudah menvisualisasikan data manual butuh sistem praktis portable teliti bahan timbang kembang jemaat gereja tingkat efisiensi komputer proses ambil data jemaat data warehouse gereja kristen indonesia sinode wilayah jawa tengah sistem informasi gereja nama siswa sifat local gereja proses desain antarmuka user ucd design pusat user sistem rancang website site  service restful milik website site  service bangun sistem mudah gereja kembang gereja bahan timbang ambil putus gereja dashboard android dashboard website site  service restful user ucd design reporting mobile reporting
144,PEMBANGUNAN STRATEGIC DASHBOARD BERBASIS WEB UNTUK KEGIATAN PENUNJANG DOSEN,71150117,"Dashboard, Key performance indicator, Task success, System usability scale",bangun strategic dashboard bas website site  giat tunjang dosen mutu layan didik tri darma undang undang no tahun didik tinggi pasal referensi dukung tuang wajib tingkat mutu layan didik program studi informatika universitas kristen duta wacana buah sistem mudah baca informasi teliti  analisa terap strategi jangka teliti terap dashboard mudah baca baca informasi teliti strategic dashboard key performance indicator alat ukur tahap bangun dashboard user ucd design teliti kumpul data diskusi wawancara dekanat teliti ukur tingkat hasil puas dashboard task success system usability scale teliti uji user task success system usability scale success rate 7 hasil system usability scale dashboard terima user dashboard key performance indicator task success system usability scale
145,"PEMODELAN PELAKU SENI DI INDONESIA BERBASIS OWL
DENGAN PENDEKATAN METHONTOLOGY",71150018,"semantic web, methontology, pelaku seni, Indonesia",model seni indonesia bas owl methontology indonesia negara masyarakat milik ahli seni masyarakat umum minim sistem jembatan seni salur karya kenal hasil karya prestasi seni masyarakat umum masyarakat kenal karya sistem negeri negeri seni giat seni buah seni cipta seniman seni seni seni musik seni teater seni tari rajin tangan teliti bangun sistem bas semantic website site  tampil data seni indonesia methontology sistem bangun sedia informasi masyarakat seni indonesia metodologi methontology kumpul data ekstraksi data sistem uji sistem implementasi sistem framework vue bahasa pemrograman javascript teliti lapor hasil tahap misi model desain konseptual desain implementasi implementasi hasil teliti representasi seni indonesia bas owl semantic website site  methontology seni indonesia
146,PEMBANGUNAN DATA MART KEGIATAN DOSEN DAN MAHASISWA DI PROGRAM STUDI INFORMATIKA,71170153,"Bottom-Up, Data mart, KPI",bangun data mart giat dosen mahasiswa program studi informatika data era modern butuh lini industri iring data simpan data historis buah institusi usaha sulit buah tangan buah data warehouse solusi tangan data historis implementasi data warehouse metode cetus ralph kimball metode bottom-up metode definisi butuh departemen definisi data mart bangun data mart sesuai butuh integrasi data mart buah data warehouse hasil data mart presentasi visualisasi data buah insight tren data historis data mart kembang dasar hasil kembang data mart metode bottom-up penuh kpi key performance indicator milestone 5 program studi informatika hasil teliti kuat visualisasi data tampil data kpi butuh bottom-up data mart kpi
147,PEMODELAN PENENTUAN JALUR AP (ACCESS POINT) TERPENDEK MENGGUNAKAN ALGORITMA WARSHALL DAN DJIKSTRA DI GUNUNG TUMPENG (PT INDOMEDIA) SALATIGA,71150036,"Algoritma Dijkstra, Algoritma Floyd-Warshall, dan Access Point",model jalur access point access point pendek algoritma warshall dijkstra gunung tumpeng pt indomedia salatiga pasuk era globalisasi kembang teknologi maju perangkat sistem salah dampak maju teknologi jaring butuh butuh utama jaring buah perangkat sistem dukung transmisi data hasil efisien rancang implementasi jaring kembang inovatif butuh optimal operasional sistem segi sistem segi konstruksi salah pengaruh sistem jaring jalur topologi transmisi data sumber teliti jalur optimal rancang algoritma acu algoritma cari rute jalur efektif algoritma shortest path salah algoritma floyd-warshall dijkstra algoritma floyd-warshall algoritma dijkstra algoritma floyd-warshall access point
148,IMPLEMENTASI WIRELESS SENSOR NETWORK UNTUK BUDIDAYA JAMUR TIRAM,71150009,"jamur tiram, Wireless Sensor Network, suhu, kelembaban, sensor,
node, pengabutan",implementasi wireless sensor network budidaya jamur tiram jamur tiram putih spesies jamur dibudidayakan warga balong lor kabupaten bantul yogyakarta tani jamur hasil panen produktif hasil produktif pengaruh faktor suhu kelembaban tani stabil suhu kelembaban kabut manual siram jamur intensitas air kabut manual ganggu efisiensi waktu tenaga jamur basah konsep wsn node sensor kirim nilai suhu kelembaban website site  monitoring media wireless website site  monitoring perintah kabut otomatis wsn teliti analisa sensor end user teliti banding jamur tiram dibudidaya teknologi wsn manual tani wsn tingkat produksi jamur tiram implementasi kumbung terap budidaya kumbung milik ukur dimensi cm hasil implementasi  analisa teknologi wsn terap sistem monitoring suhu kelembaban kabut otomatis budidaya jamur tiram hasil teliti 3 bukti teknologi wsn tingkat produktivitas hasil panen persentase tingkat hasil panen jamur tiram wireless sensor network suhu kelembaban sensor node kabut
149,PEMODELAN REPRESENTASI PENGETAHUAN BERBASIS OWL UNTUK OBJEK ARSITEKTUR CANDI DI INDONESIA,71150051,"Candi Indonesia, Semantic Web, On-To-Knowledge, OWL, SPARQL",model representasi bas owl objek arsitektur candi indonesia candi salah contoh waris budaya candi indonesia informasi sebar internet informasi informasi butuh buah sistem simpan informasi bantu olah data candi sistem semantic website site  sistem bantu model data candi sistem model data tampil informasi akurat candi indonesia sistem bangun metode on-to-knowledge sistem semantic website site  bangun bas owl database sparql sistem semantic website site  hubung data budaya candi budaya sistem tampil informasi upa deskripsi gambar visualisasi data candi indonesia informasi tampil sistem semantic website site  candi indonesia studi literatur mengunakan linked open data lod lod sistem saji informasi dbpedia lengkap informasi sistem semantic website site  candi indonesia candi indonesia semantic website site  on-to-knowledge owl sparql
150,IMPLEMENTASI PUSH NOTIFICATION PADA BROADCAST PENGUMUMAN BERBASIS MOBILE DAN WEB SERVICE DI UKDW,71160020,"push notification, Android, UKDW, broadcast",implementasi push notification broadcast umum bas mobile website site  service ukdw implementasi push notification broadcast umum bas mobile website site  service ukdw buah aplikasi bas android layan cloud computing google nama firebase cloud messaging push notification aplikasi bangun bantu distribusi informasi civitas academica informasi real time teliti bangun analisa aplikasi bangun sisi efektivitas efisiensi aplikasi aplikasi uji task scenario ukur kuesioner ueq alat uji tingkat efektivitas efisiensi aplikasi hasil uji task scenario mayoritas temu fitur-fitur sulit pesan kirim notifikasi mudah paham hasil  analisa kuesioner ueq aplikasi rata predikat good milik hasil  analisa 0 8 aplikasi milik tingkat efisiensi efektivitas push notification android ukdw broadcast
151,DESAIN ANTARMUKA BUKU KONTAK BERBASIS PONSEL UNTUK LANSIA,71170146,"Orang lanjut usia, Antarmuka, Buku kontak, Ponsel",desain antarmuka buku kontak bas ponsel lansia salah lansia sepi sepi efek negatif pengaruh kualitas hidup lansia lansia asa sepi milik mental sehat fisik cenderung buruk lansia gugup depresi senjang digital lansia kaum generasi muda akibat lansia lambat terampil teknologi fungsi sederhana kirim pesan panggil telepon lansia sulit teliti desain aplikasi buku kontak mudah perhati kondisi lansia lansia mandiri mudah sulit hp desain aplikasi buku kontak desain bantu mudah lansia aplikasi buku kontak komunikasi kerabat desain aplikasi uji uji usabilitas metrik performance metrics ukur tingkat efisiensi efektivitas nyaman desain aplikasi buku kontak cocok hasil bukti desain linear list dasar hasil uji responden cocok desain grid teliti uji harap teliti uji pengaruh elemen gambar foto profil buku kontak lansia usia antarmuka buku kontak ponsel
152,EVALUASI DAN PERANCANGAN USER INTERFACE WEBSITE KLIKDOKTER.COM BERBASIS MOBILE UNTUK LANSIA,71150028,"– Lansia, UCD (User Centered Design), Usability Testing, ISO/IEC 2196- 4 SUS (System Usability Scale), Between Subject",evaluasi ancang user interface website site site klikdokter com bas mobile lansia teliti fokus ancang user interface website site siteklikdokter com bas mobile mudah lansia usia tahun teliti evaluasi user interface bas mobile rancang mudah lansia cari informasi interaksi online objek teliti website site site klikdokter com bas mobile temu user interface kendala lansia website site site teliti usability testing standar iso iec 9126-4 evaluasi iso iec 9126-4 3 effectiveness efficiency satisfaction fokus teliti effectiveness satisfaction evaluasi website site site klikdokter com bas mobile update tanggal agustus teliti metode ucd user ucd design butuh teliti ubah desain halaman utama desain menu bentuk grid menu utama tampil halaman utama menu teks ikon lansia mudah ketuk menu akses ukur spasi 1 5 lansia baca informasi ukur font ukur mudah baca lansia informasi indikator lansia scroll hasil usability testing redesain tingkat persentase effectiveness tingkat persentase efficiency tingkat persentase satisfaction evaluasi user interface redesain terima hasil usability testing alami tingkat lansia ucd user ucd design usability testing iso iec 2196- 4 sus system usability scale between subject
153,PERANCANGAN APLIKASI SISTEM TUNJANGAN CUSTOMER CARE DI PT. XYZ DENGAN MENERAPKAN BPMN,71160131,"BPMN, Tunjangan, Pega BPM",ancang aplikasi sistem tunjang customer care pt xyz terap bpmn pt xyz nama usaha samar usaha usaha gerak sektor salah bidang asuransi pt xyz milik atur tunjang karyawan customer care akseptasi tunjang karyawan manual microsoft excel microsoft word kendala lambat proses akseptasi hitung tunjang karyawan bangun sistem akseptasi hitung total tunjang karyawan platform pega metode terap bangun sistem terap business process modelling notation bpmn bpmn terap gambar alur proses akseptasi karyawan customer care pt xyz mudah acu sistem akseptasi tunjang karyawan sistem platform pega version 8 uji blackbox testing bangun sistem tunjang karyawan bantu proses akseptasi hitung total tunjang karyawan cepat kendala sistem lapor tunjang karyawan otomatis mudah proses catat ringkas data tunjang karyawan bpmn tunjang pega bpm
154,"PEMBANGUNAN DASHBOARD BEBAN KERJA DOSEN
PROGRAM STUDI INFORMATIKA",71150111,"Dashboard, Key Performance Indicator(KPI),User Centered
Design (UCD), System Usability Scale (SUS)",bangun dashboard beban dosen program studi informatika laksana tugas tridharma guru tinggi acu upa indikator data nilai beban dosen key performance indicator kpi data sebar program studi informatika buah sistem ambil tampil data beban dosen dashboard salah sistem informasi tampil data beban dosen visual teliti sistem bangun terap metode user ucd design fokus butuh task scenario uji sistem bangun tahap task scenario tulis uji task on time task success hasil selesai evaluasi sistem kuesioner system usability scale sus hasil skor sus iterasi usabilitas sistem bangun iterasi usabilitas sistem terima dashboard key performance indicator kpi user ucd design ucd system usability scale sus
155,PEMODELAN OBJEK BUDAYA KERIS BERBASIS OWL,71150055,"On-to-knowledge, semantic web , bilah, warangka, jejeran, mendhak, pendhok, ganja, pesi, dhapur, tangguh, pamor,fungsi dan kegunaan, tradisi perlakuan, penilaian keris, feasibility, kick-off, refenement, evaluation, reasoner hermit, dl query, protege, OWL.",model objek budaya keris bas owl keris objek budaya indonesia golong belati senjata bilah lurus luk keris milik data deskripsi liput bilah warangka jejer mendhak pendhok ganja pesi dhapur tangguh pamor fungsi tradisi nilai keris luas deskripsi informasi objek keris tuntut sedia infrastruktur dukung representasi objek keris salah semantic website site  representasi bentuk ontologi metode teliti on-to-knowledge tahap metode feasibility kick-off refenement evaluation aplication evaluation bangun ontologi keris tahap tahap feasibility tahap uji layak teliti kick-off tahap teliti refinement tahap bangun graf sempurna aplikasi protege evaluation tahap evaluasi logika ontologi reasoner hermit dl query protege teliti lapor hasil tahap implementasi metode on-to-knowledge hasil teliti representasi objek budaya keris bas owl on-to-knowledge semantic website site  bilah warangka jejer mendhak pendhok ganja pesi dhapur tangguh pamor fungsi tradisi nilai keris feasibility kick-off refenement evaluation reasoner hermit dl query protege owl
156,PEMBANGUNAN DASHBOARD KEGIATAN PUBLIKASI DAN HAK CIPTA DOSEN PRODI INFORMATIKA UKDW,71150094,"Dashboard, Goal Directed Design, Task Success, System Usability Scale",bangun dashboard giat publikasi hak cipta dosen prodi informatika ukdw program studi prodi informatika universitas kristen duta wacana milik data publikasi hak cipta data akreditasi prodi dekanat butuh buah perangkat lunak visualisasi informasi saji data publikasi hak cipta data warehouse proses akreditasi butuh buah perangkat lunak saji informasi mudah publikasi hak cipta dosen bentuk dashboard teliti bangun buah dashboard publikasi hak cipta dosen prodi informatika dashboard bangun metode goal directed design metode goal directed design tekan user desain buah antarmuka harap system mudah user uji sistem responden 5 responden latar teknologi informasi 5 responden latar non-teknologi informasi hasil uji task success uji system usability scale skor dashboard goal directed design task success system usability scale
